content,rating
Giao hàng đúng hẹn. Nhưng khâu đóng gói và vận chuyển hơi ẩu. Sách bị móp như ảnh. Mong bên bán và giao hàng đóng gói cẩn thận hơn. Vì giá sách khá đắt,4
"Sách bìa cứng, nhỏ gọn, đẹp, có dây vải đánh dấu trang. Về nội dung thì đối với mình là khá hay, tác giả đã đưa kiến thức triết học của nhiều tác gia nổi tiếng  vào tác phẩm, kết hợp để lý giải cũng như đánh giá về ""hành động và suy nghĩ"" của loài mèo. Có vẻ như loài mèo không cần đến triết học như con người, vì nó chỉ cần là chính nó là được :))",4
"Nội dung thú vị, đưa ra 1 gơc nhìn mới về cuộc sống con người thông qua hình ảnh mèo. Nhưng sách in của 1980sbook thì chán quá ạ, lỗi dính chữ, thừa từ, cụm từ không có nghĩa",3
"mình đã bị thu hút bởi bìa sách vì cách thiết kế quá đẹp và bố cục hợp lí.
Về nội dung: có lẽ vì liên quan triết nên khó hiểu hơn hẳn. Dù ngôn từ đã viết đơn giản nhất. Cuốn sách này mình chỉ mới đọc 1/3 nhưng theo mình thấy thì nó nói hạnh phúc đơn giản là sống đúng bản chất và lấy mèo làm hình ảnh ẩn dụ. Nhìn chung, thì bạn nào thích triết thì phù hợp.",4
"Nội dung sách thì không bàn đến nhưng lần này mình thực sự thất vọng với cách đóng gói của tiki. 
Sách nhỏ nhưng chỉ được để trong một hộp các tông rỗng, không có màng bọc hay bất kì biện pháp bảo vệ nào nên dẫn tới tình trạng móp góc, tróc, xước bìa, mất form sách. Vì không có bọc sách bên ngoài nên bên trong sách có chỗ bị bẩn, có trang còn bị gấp lại nữa.
Nói chung là lần này mình vô cùng thất vọng với cách đóng gói của tiki, mong rằng tiki sẽ lắng nghe đóng góp khách hàng và cải thiện dịch vụ trong thời gian tới.",3
"Có hơi trầy với xước 1 xíu nhưng bù lại giao nhanh nên không sao
Nội dung khá cuốn và sách khá cùi:))) có những cuốn mình mua được vài năm rồi nhưng nó không dễ xúc như vậy:)))) ban đầu không để ý đến lúc mở cuốn Muối ra thấy xúc nên mới để ý",3
"Nội dung sách thì cũng chỉ xoay quanh tâm lí của mọi người thường ngày ví dụ như là vì sao lại có những người hay đánh giá người khác. Cách giải quyết vấn đề thì cũng chỉ bao quát chung chung ko có thần thánh hoá giống như review như trên mạng. Nhưng bìa sách nhỏ gọn, thiết kế đẹp và lối văn ngắn gọn cũng bù trừ cho nhau",4
"Sách mỏng hơn mk nghĩ (Hơn 290tr) mk mê mấy cuốn tâm lý dày chút. Bị dơ vệt xanh trên bìa. Bookmark nhà skybook thì vẫn luôn mỏng dính, được cái bìa cũng xinh. Thấy m.n đánh giá cao nên mk cũng khá kì vọng👍",4
"Mình đọc 2 chương đầu thì không đọc nữa. Mình không hiểu sao cuốn sách này lại ""hot"" đến thế. Văn phong của tác giả mình không cảm nổi, làm mình có cảm giác như đang ngồi nghe ""nhỏ bạn"" kể chuyện hơn là đang đọc một cuốn sách. Bình dân có, mộc mạc có, nhưng lại không gần gũi, hơi ""ngông"" , mang tính chủ quan của tác giả rất nhiều. Nội dung cũng không có gì đọng lại, những ví dụ của tác giả cũng không mấy ấn tượng. Mình đọc khá nhiều cuốn sách tâm lý nhưng đây là cuốn đầu tiên tạo cho mình cảm giác không thoải mái khi đọc, mình bỏ giữa chừng. À mà bìa sách cứ khiến cho mình hay bị nhầm với cuốn Thiên tài bên phải kẻ điên bên trái, nhưng cuốn kia thì hay hơn, và lớn hơn chút, note lại rất nhiều.",2
"Sản phẩm: nội dung ổn, cũng như các sách tâm lý self-help khác, đưa ra tình huống giả dụ rồi phân tích truyền đạt thông điệp, chắc do đọc nhiều thể loại vậy rồi nên đối với bản thân mình cũng không thấy cuốn lắm; mẫu mã đẹp bắt mắt, thu hút với 2 tone màu trắng-đen.
Dịch vụ: TIKI giao hàng nhanh; đóng gói, bảo quản sản phẩm OK; shipper thân thiện.
Tổng quan chấm ⭐️⭐️⭐️⭐️.",4
"Mới đọc sơ qua thôi nhưng thấy nội dung cũng khá hấp dẫn, in ấn chữ viết bắt mắt
*Điểm trừ đáng quan ngại ở đây là gói và giao hàng không có tâm, sách không có bao ngoài dù nilon mỏng, sách giao đến bị xước nhiều ngoài bìa và móp nhẹ ở đáy. Giao hàng đến sách chỉ được bỏ không trong hộp và ngoài hộp còn bị móp rất nhiều (Có lẽ vậy nên sách mới bị móp). 
Cực kì không hài lòng về cách gói hàng:( Mong sẽ sớm khắc phục",3
"sách thì ok có đầy đủ markbook, giao nhanh (hqua mình đặt nay nhận được luôn) nhma đóng gói quá sơ sài, mình không biết là do không bọc màn chống sốc nên nó bị xước trong quá trình vận chuyển hay xước trước đó rồi nhma bìa sách của mình bị xước khá nhiều ảnh hưởng đến thẩm mỹ một chút, bên trong sách thì vài tờ bị hơi nhăn chứ nói chung là sách không bị hư hại gì, cho 4*. Nếu lần sau mình mua nữa mà vẫn còn tình trạng đóng hàng sơ sài như này thì mình cho 1* luôn :)))",4
"Giao hàng nhanh. Chưa đọc nên không biết nội dung như thế nào. Nhg Tiki mà bọc thêm 1 lớp nilon ngoài sách thì sẽ tốt hơn đó. Hôm đấy trời vừa mưa, hộp ướt, may mà sách bên trong ko seo. Nhưng sách vẫn cong và hơi bụi nha. Nếu mà ướt chắc em thề ko bao h mua sách của Tiki nữa.",3
"- Tiki giao hàng sớm hơn dự kiến 2 ngày. Hộp khá vừa vặn với sách, đơn 2 quyển nhưng chỉ 1 quyển được bọc màng co.
- Sách bìa cứng, khổ vừa, thiết kế bìa đẹp, chất lượng giấy ổn, có ảnh mình họa trắng đen theo từng câu chuyện. 
- Tuy nhiên trong quá trình bảo quản/vận chuyển các góc sách bị móp nhẹ, ruột sách bị gợn sóng làm ảnh hưởng đến thẩm mỹ của sách. Có thể vì lý do này nên giá sách giảm một nửa. Nhìn chung mình khá hài lòng với sản phẩm.",4
Dập hết góc sách do bên đóng gói và vận chuyển,1
"Bìa đẹp nhưng mà gói hàng quá cẩu thả,hộp thì rách,không có bìa chống sốc thành ra sách bị cong góc😭",4
Không phản ánh đúng nội dung mô tả và quảng cáo. Chỉ toàn là lừa dối!,1
"Lần này m khá thất vọng về cách đóng gói của Tiki
Sách đóng gói trong hộp quá sơ sài,  nhưng hộp còn bị rách như này.
Đã thế m mua 4 cuốn nhưng chỉ 1 cuốn được bao nilong. 
Hộp rách + sách không bao nilong + mùa mưa =  thế nào ạ???",3
"Sách đọc được tầm 1 tháng thì bị bung gáy rách,giấy bị bong. Nội dung sách thì rất hay và thú vị, in cũng rõ nét giấy đẹp, mỗi tội phần gáy sách dán keo chán quá. Mình k thể đổi trả vì mình đọc cũng khá chậm, thứ 2 là sau 1 thời gian lật sách mới bị bong vậy nên chắc hết hạn đổi trả. Một phần nữa mình nghĩ lỗi do nhà in đóng sách ẩu nữa.",3
"Nội dung thú vị nhưng điểm trừ là cách sử dụng câu chữ không đánh vào trọng tâm làm cho thông tin bị loãng không tạo hứng thú cho người đọc, đọc chương sau lại ko nhớ chương trước viết gì phải lật lại xem. Có lẽ do là sách thiên hướng thiền tịnh tâm nên vậy",4
"Mình mua lần 3 cuốn, khi mở hộp ra thì như hình, hư hết bìa sách. Đây là lần thứ 3 mua sách ở tiki, vẫn ko có bọc nilon chống sốc, các góc sách bị dập hết, đóng gói tệ. Thấy ko vui trong lòng nên đánh giá 2 sao cho cả 3 cuốn. Nội dung sách thì chưa đọc nên chưa biết.",2
"nội dung sách thì hay, chủ yếu khuyên con ng sống theo quan điểm của đạo Phật, từ bỏ sân si, tham lam, nói chung là những tính xấu.
còn về chất lượng sách, lần đầu tiên mình mua sách trên Kity mà thất vọng như vậy,  sách vừa đọc được vài trang thì giấy rớt ra lả tả, mình phải dán lại.",2
"tiki trading đóng gói quá tệ, thật sự. Đối với 1 đứa yêu sách như mình thì nhìn sách bị df cực kì khí chịu. Lần đầu mình thấy cách gói đơn sách như vậy luôn á. Chỉ 1 lớp nilong mỏng dính xong bỏ vào hộp r quăng thêm 3 miếng nilong k biết có tác dụng gì???!? Hãy xem lại cách gói hàng của mình và gói hàng 1 cách có tâm với ạ. Bực mình thật sự đấy",2
"Mình đã đọc xong cuốn này và theo mình cảm nhận về nội dung thì khá là hay, câu chuyện kể về một đứa trẻ 5 tuổi nhưng cái nghèo đã bắt em phải hiểu chuyện và bắt em trải qua những thứ mà ngay cả người lớn còn chưa chắc đã có thể chịu đựng được. Đọc khúc đầu thì không sao, thậm chí còn có nhiều chi tiết gây cười nữa, nhưng đọc đến những chương gần cuối rồi thì mình tốn không ít nước mắt. Nói chung là khá hay, nếu có thể thì mình nghĩ bạn cũng nên đọc thử
Còn về giao hàng thì sách được giao khá nhanh, không bị hư góc hay gì cả nhưng mình thấy sách không còn siu, và bị thiếu mất đồ kẹp sách nữa nên cũng hơi thất vọng xíu, nhưng vẫn oke nha 
*Ps : Hình này là do mình đọc hết cuốn sách rồi mới chụp nên nhìn hơi bất ổn xíu :'>>",4
"mua Cha và Con của Tony Parsons thì nhận đc sách của Ivan Turgenev thực sự quá thất vọng, đơn này chấp nhận lấy ko đổi trả, chat nhắc đơn sau tránh nhầm mà vẫn bị, ko hiểu làm ăn kiểu gì, quà tặng ko thấy luôn, nếu ko có sách thì phải báo chứ. ko bao h mua lại ở đây nữa.",1
"Thiết kế khá ok, nhưng thẻ hơi dày và độ hoàn thiện chưa tốt, so với mức giá thì thang điểm sẽ là 7/10",4
"bookmark hơi bị dày, nhưng vẫn xài tốt",4
"Tiki gói hàng đợt này dùng giấy bill để làm chống sốc(vài miếng) :)),tất cả sách đều bị gãy gáy nhưng với giá này thì chịu, giao nhanh chỉ mong lần sau dùng cái khác để chống sốc, và không bt khi giao hàng bị j mà hộp của mình rách 1 lỗ lớn,sách đã dập nay còn dập hơn :')",4
"Đánh giá 1🌟 vì chất lượng quá tệ, mình không có nhu cầu đổi trả nhưng thấy bao nhiêu năm rồi khâu gói hàng của Tiki vẫn không thay đổi và vẫn tệ như ngày nào. Vậy không hiểu bày ra mục đánh giá này để làm gì, bao nhiêu góp ý có chịu lắng nghe hay không. Nếu cũng là mua trên tiki nhưng từ nhà sách khac như Fahasa chẳng hạn, thì đã chẳng có chuyện sách bị cấn móp như thế này. Bọc 1 lớp xốp bong bóng/giấy xốp bộ khó đến vậy sao. Nhận hàng mà nhìn thùng carton bung bét là hình dung ra đc chất lượng bên trong rồi. Mình nhấn mạnh là lỗi do Tiki gói hàng lỏng lẻo không chỉnh chu, rất cẩu thả chứ không phải do shipper. Ship rất nhiệt tình dễ thương, 1🌟 là dàng cho nhà ship chứ chẳng phải dàng cho Tiki. 1 năm qua mình không mua bên Tiki nữa vì khâu gói hàng tệ quá là tệ, bây giờ quay lại trải nghiệm xem Tiku đã đón nhận góp ý và thay đổi chưa, nhưng không hề nha. Còn chẳng muốn đánh giá",1
"Điểm cộng: Sách đẹp. Có một số mẹo tâm lý khá hay áp dụng trong việc học và phán đoán cảm xúc của đối phương. Sách có vẻ hợp với những gia đình đang hoặc sắp có con.

Điểm trừ: Nhiều chương hơi lê thê và trừu tượng. Tác giả làm rất nhiều nghiên cứu ứng dụng về trẻ sơ sinh cùng các phương pháp tạo phản xạ có điều kiện cho trẻ, nhưng hầu như không làm về người lớn vì cho rằng tâm lý người lớn phức tạp. 

Suy cho cùng thì như lời mở đầu đã nói, ""lý luận về kích thích-phản ứng còn mang tính phiến diện."" Sách mang tính chất tham khảo và đọc có chọn lọc.",4
"- Giao hàng nhanh. 
- Gói hàng cẩn thận, tiết kiệm. 
- Sách mới, cứng cáp, xinh xắn. 
- Giá rất okela (mình mua khi được sale 43%) và được tặng kèm bookmark cũng rất dễ thương. 
- Tiếc là không được thêm bookcare chứ không là 💯",4
"giao hàng hơi chậm, đúng mẫu nhưng sách nhìn hơi cũ quá k dc mới bị bóc seal rồi đóng gói thì chỉ bỏ vào 1 cái hộp còn sách k có bọc j ht, hơi k thích thất vọng=,=))).Nội dung sách thì hay",4
"tiki giao hàng thì nhanh khỏi bàn rồi, shipper cũng rất thân thiện dễ thương nhiệt tình cực kì, nhưng sách mình nhận được bìa bị trầy xước lum la, trang sách còn bị gãy góc, mình là 1 người cực kì nânn niu sách nên khi nhận được sách như vậy mình cảm thấy rất bực luôn. Như kiểu vơ đại cuốn sách rồi quăng vào vậy đó chứ k có kiểm tra cẩn thận trước khi giao hàng gì cả.",2
"Mình mua sách làm quà , cũng mua của tiki trainding nhiều rồi mà lần đầu gặp chuyện này. Sách bị dơ và cũ sao nhân viên gói hàng có thể ko check mà giao cho mình như vậy được. Chất lượng làm nên thương hiệu từ chính hành động của bạn phản ánh cả thương hiệu của bạn. Thất vọng",1
"Sách đến tay mình bị trầy nhiều, nhiều vết xước trên bìa. Nội dung sách là lời an ủi dịu dàng, chữa lành vết thương, trước đó mình nghĩ là những bài thơ cho những trái tim đang yêu và hạnh phúc chứ",3
"Thất vọng khâu vận chuyển, mình thấy tiki ngày càng đóng gói kém. Lúc mình nhận kiện hàng khá là sốc, cái hộp ọp ẹp, bình thường là sách hay bị gãy, đằng này rách cả cái hộp, 1 cái góc to luôn ạ, bìa thì lem luốc, bụi. Chờ đợi nhận sách mà lại nhận đc sự phục vụ như này. Mình đặt 4 cuốn, nhưng do cuốn sách này nhỏ được kẹp ở những cuốn lớn nên sách không sao, các cuốn còn lại thì tan nát ạ",3
"lần đầu đặt hàng tiki á, mà đóng gói sơ sài quá, đc cái tui may mắn sách kh bị nhăn, kh bị gãy góc sách, mà sách kh có seal nha:)) sách cũ hả ta? mng có bị z hok ha hay sách của nó là z dạ^^",4
"Mình quá thất vọng với sản phẩm, người vận chuyển.
Mình đã nhờ 1 người bạn nhận hộ, nếu là mình thì sẽ không nhận sản phẩm đó.
Bán sách mà không bọc 1 cái gì luôn, để 1 cuốn sách không, vận chuyển thì mưa ướt hết sách, rồi đọc sao, phơi khô nó phồng lên hư hết cả cuốn sách.
Thật không thể chấp nhận được luôn.",1
"• Về hình thức.
Bìa bắt mắt với ảo ảnh hạt cát nhoè bay, kiểu cuốn hút, huyền bí về Ai Cập.
Có 1 vài trang in màu giới thiệu về nhân vật khá xinh xắn.
Giấy dày đẹp, chất lượng tốt.
• Về nội dung.
Vì biết nó là cuốn sách nổi tiếng và bán chạy nên mình mong chờ nhất trong 10 cuốn sách mình đặt cùng lúc đó.
Tuy nhiên nó đã làm mình thất vọng về nội dung! Phần đầu cũng khá là cuốn theo mạch sách, mong chờ lúc nhân vật chính sang Ai Cập sẽ có nhiều những câu chuyện thú vị hơn, những triết lý sâu sắc hơn. Nhưng mà đọc tới phần sau nó hơi ...gãy. Thực sự những câu chuyện k có j thú vị và ấn tượng. 
Xoay quanh về đức tin đấng trên cao, có niềm tin mãnh liệt và theo đuổi ước mơ của mình tới cùng, lắng nghe trái tim, đi tìm kho báu của cuộc đời mình, sống thiện lành và tích cực..v.v...với những chủ đề đẹp đẽ này nhưng khi vào sách nó bị lặp đi lặp lại câu chữ, câu chuyện thì sơ sài...
Về nội dung chấm 4/10",3
"Cuốn sách kể về cuộc hành trình đến kim tự tháp tìm kho báu của anh chàng chăn cừu. Trái qua nhiều gian nan, kho báu lại nằm ở nơi quê nhà, nơi miếu hoang anh chăn cừu thường lui tới. Cuốn sách mang lại nhiều giá trị bài học trong cuộc sống.",4
"Giao hàng nhanh, sách in các hình ảnh dùng file low res rất mờ như hình thậm chí là những icon trong phần text.",3
"Theo mình nhớ thì đây là lần đầu đặt sách của tiki trading mà nó trục trặc hết sức. Giao hàng cho mình thì lâu, mà sách giao đến đựng trong cái hộp carton móp rách và dán keo niêm phong không cẩn thận. Xong sách ở trong cả 2 cuốn đều cong và hư góc, mua bookcare mà bìa rách rách, rồi thấy bụi quá trời lun. Nhưng cũng may sau đó mình có nhắn tin muốn đổi hàng thì nhân viên tl rất nhanh và nhiệt tình, đổi hàng cho mình cũng rất nhanh, đánh giá cao khúc này. Hôm nay mình mới nhận dc hàng đổi trả, sách dc đổi mới và đẹp hơn rất nhiều, góc không bị cong hay móp, bìa sách cũng ok luôn. Vì nhân viên tl rất nhanh và thái độ tốt hàng đổi lại mình rất hài lòng nên mình sẽ đánh 4 sao. Mong rằng lần sau đặt sách của tiki trading sẽ không gặp tình trạng này nữa, đây là lần đầu tiên mà mình nhận hàng xong phải nhắn tin để đổi hàng luôn í. 
Hai hình đầu là giao hàng lần 1
Còn video cuối cùng là sau khi đổi hàng",4
"sách không có bọc, quăn mép, bìa xước xát nhiều, giấy còn hơi quăn làm mình còn nghi không biết sách thật hay giả, nhưng keo dán chắc và dàn trang ngay ngắn. Hơi mất điểm phần nhìn nhưng bản dịch được đánh giá tốt nên nếu muốn đọc để trải nghiệm ngòi bút của ocean vương thì không phải vấn đề lớn.",3
"Sách giao nhanh, đẹp k xước ở đâu cả, chất giấy cũng xịn, mua vì đọc đc review của mng khen rất nhiều và một phần do cái tên gây ấn tg mạnh với mk. Nhưng thật sự mk có chút thất vọng, với cá nhân mk thì mk thấy quyển này khá khó ngấm và chưa bh mk mất ngiều tgian để đọc một quyển sách chỉ khoảng 300tr đến vậy,  trong lúc đọc nhiều lúc mk phải lật lại trang trước đọc lại vì nó k đọng lại trong đầu, mk nghĩ một phần cx do dào cản ngôn ngữ khi dịch sang TV thì cx khó giữ đc toàn bộ ý nghĩa của  bản Anh. À còn bìa sách đẹp wa tr như 1 bức tranh vậy á",4
"Mình đã biết và theo dõi Tuệ An lâu rồi, thấy rất hợp nên trước giờ cũng mua tổng cộng 5 quyển sách, nội dung thì khỏi phải bàn. Đợt này khi xem phần đánh giá của người mua trước thấy được tặng nhiều postcard đẹp quá, mình rất thích, nhưng giờ mở hàng của mình lại không có nên hơi buồn😒",4
"Đặt hôm trc hôm sau đã nhận đc khoảng cách là 100k khá nhanh
Mà không biết sao sách nhỏ mỏng cỡ 20 inch mà mắc quá",4
Mình mới nhận hôm qua đọc tới đâu sách như thế này,1
"Rồi tự nhiên mua 3 quyển, chọn có Bọc sách. Nhận hàng bọc sách chỉ 1 quyển, 2 quyển thì không bọc. 
Tiki dạo này khó hiểu :((",3
"Giá hơi mắc, so với kiến thức và bài học trong sách này thì nhiều sách healing khác cũng đã để cập cả rồi",4
"Phần 1 gồm những câu chuyện cụ thể, khá hay và xúc động, giúp thêm hiểu biết về bệnh trầm cảm. Phần 2 về cách trị liệu khá khô khan buồn tẻ. Sách in đẹp, sạch sẽ, nhìn bắt mắt, và nhìn chung ko có lỗi. Tiki đóng gói tốt, sách ko hề bị nhăn góc hay có vấn đề gì.",4
Mấy lần mua của tiki đều thấy tiki đóng gói sơ sài nhưng không bị móp nên không sao nhưng lần này sách vừa bị móp vừa bị rách luôn 😀… hơi tiếc cho cuốn sách vì đây là cuốn đắt nhất trong đơn 🥲,1
"Sách thì không có j để chê r, cái ko ổn là cách gói hàng của tiki nhé 😃. Sách chứ là cái j đâu mà ko có tí giấy xốp hay bọc chống sốc j luôn. Chỉ có cục giấy vo bên trên là hết ?:) May mà sách vẫn ok ksao cả, ảo thật :))",4
"về chất lượng đóng gói hàng khá kém, sách đóng gói sơ sài và bị móp mép sách.
chất lượng bản in tốt, chất liệu giấy in nhẹ và không bị loá khi đọc.
Nội dung sách khá hấp dẫn. Khởi đầu từ yếu tố địa lý tác giả đã mang đến nhưng cái nhìn sâu sắc về địa chính trị của từng khu vực, từng quốc gia lớn trên thế giới. Giải thích và dự báo cho căn nguyên về các xung đột địa chính trị, lợi ích kinh tế của các cường quốc. Nói về tính vĩ mô thì sách mang đến một cái nhìn sâu sắc và tương đối đa chiều, xét trên góc độ vi mô sách cũng giúp ích cho người đọc thông qua đánh giá tình hình thế giới và khu vực kết hợp với các thông tin sẵn có  để làm cơ sở cho các quyết định đầu tư, mở rộng sản xuất, tìm kiếm thị trường....cho doanh nghiệp, hay đơn giản chỉ là quyết định đi du lịch của một cá nhân bất kỳ.
Đây là một cuốn sách đáng đọc.",4
"Nội dung thì hay rồi, nhưng khâu hình thức thì tệ quá. Không biết bên kho sách của tiki làm ăn kiểu gì mà để sách lỗi tùm lum như vậy? Bìa thì bị xén ẩu, gáy thì nhăn. Vận chuyển cũng không thèm bỏ sách vào bong bóng xốp. Mà đây còn là bìa cứng nữa chứ! Làm ăn có tâm chút đi, bán sách mà không biết giữ sách hả???",3
"Sách gọn, nhẹ, nội dung có dẫn chứng khoa học, từ ngữ siêu dễ hiểu, chia rõ những chủ đề về tâm lý thường gặp như yêu thương, nóng giận, hoang tưởng, v.v.. 
Tuy nhiên hơi phiến diện và lặp lại từ “giới trẻ ngày nay” bị vấn đề này vấn đề nọ, nhưng lại không so sánh với giới trẻ ngày xưa để thấy ưu và nhược điểm của từng thế hệ, đọc được 1 lần rồi thôi, giá trị sử dụng có thể vài năm sau mới cần đọc lại.",4
"Xét về tổng thể (trừ nội dung) vì mới nhận hàng:
1. Lỗi gấp nếp (có thể chấp nhận vì quá trình đóng gói, vận chuyển đôi khi xảy ra ngoài ý muốn).
2. Mực in bị lem (nghi ngờ sách không phải chính hãng, sao chép).",3
"Sách không có bọc ở ngoài, nhìn như sách cũ, phần đầu và dưới của sách bị lỗi, không ưng ý. Sách nhìn hơi xước và bám bụi. Phần đóng gói cần cải thiện, còn nội dung mình chưa tìm hiểu kỹ nhưng cách bảo quản và đóng gói chưa được tốt",4
"Sách bị rách phần gáy, không biết do khâu lưu kho hay đóng gói. Tôi không hài lòng điều này. Dạo gần đây sách hay được bỏ thẳng vô hộp bìa mà không bọc túi xốp hay túi bóng, chắc do Tiki cắt giảm chi phí. Điều này cũng không sao nhưng nên bảo quản tình trạng sách tốt nhất khi đến tay người dùng.

Nội dung sách chắc chắn rất hấp dẫn, vốn đã được review nhiều nên tôi không bàn thêm.",2
Lần đầu tiên có trải nghiệm tệ ntn . Sách bị mất màng bảo vệ hơn nữa giấy còn bị bẩn và sách bị bong bìa. Mình để ý gần đây quển này hay có đánh giá thấp. Và mình thực sự thất vọng,3
"Sách của tôi bị lặp lại từ trang 321 tới 352, đồng nghĩa với việc mất từ trang 353 tới 384. Không biết do lỗi của nhà in hay không phải sách thật? Những trang thiếu thì tôi không đọc được và phải làm thế nào? Mong Tiki giải đáp và hỗ trợ đổi trả sản phẩm có đầy đủ trang.",1
"Sách ok, trang sách cũng khá ổn. Nhưng tiếc cái ko có bookmark 😭😭😭
Đánh giá sách sau 1 thời gian đọc:
Nội dung thì cũng hay. Nhưng mà vấn đề lỗi chính tả khá nhiều, có câu thiếu chữ luôn ấy. Ko biết lỗi này do bên nào? Mong shop xem kỹ vấn đề này hơn nha!
Mình cũng muốn nhắn riêng nói với shop vấn đề này mà tìm quài ko thấy đâu 😅",4
Sách giao nhanh. Đóng gói khá ổn. Thường thì đặt nếu có quà thì quà đi kèm. Mà này phải bấm chọn nhận quà mới có quà. Mà mình kh để ý nên mất quà. Khá bực,4
sách hay cũng ko có j đáng nói cho tới khi trên sách có dính kéo lớp keo cứ dính dính chùi thì ko ra sách đóng gói thì sơ sài mua 3 lần r đóng vẫn vậy lm sách bị nhăn vs cả trầy nhìn mất hết vẻ đẹp của sách mong tiki xem lại cách đóng gói và bảo quản sp,1
"Cảm thấy tác giả viết sách đại khái cho có. Chả thấy một tí gì đọng lại nào trong từng chương sách. Lời văn thì lủn củn, ví dụ đưa ra chả có tí gì logic.

Nói chung là cuốn này mình đánh giá là cực kì dở trong các thể loại sách self-help mình từng đọc.",3
"Mua nhiều đc tặng Flashcard với bao lì xì, chưa đọc nên chưa biết nội dung hay không nhưng đọc phần gthiệu thấy nội dung ổn, bìa với giấy ok mà có vài cuốn không còn tem bọc sách mới nên xước qtqđ như để cũ lâu lắm  r ( nhưng giá cả sale nên ko đòi hỏi nhiều, bn nào quý sách như vàng thì nên cân nhắc) , điểm trừ là đóng gói qúa tệ ,lúc nhận cái kiện hàng mà hết hồn ,nó te tua móp méo bong keo gần như sắp rơi sách ra ngoài r!! khách hàng bỏ tiền ra mua sách chứ ko phải xin ạ nên mong shop cân nhắc cẩn thận khi đóng gói vì mình đọc thấy nhiều bạn nhắc shop vđề này r mong shop cải thiện. Mong shop thông cảm cho mấy lời góp ý của mình, c.ơn shop đã đọc",4
"Mình mua sách ở đây nhiều lần rồi, lần nào cũng hài lòng, bọc giấy bóng đầy đủ. Nhưng lần này mình đặt 5 cuốn không có cuốn nào được bọc giấy bóng và cầm sách lên cảm giác như đã có người cầm qua đọc í,không được mới😢cuốn này thì bị trầy xước quá trời. Mình đọc sách thích giữ gìn sách sạch sẽ, trầy 1 chút là mình xót rồi nên lần này mua thấy hơi khó chịu...",3
"vừa nhận, đọc khoảng 50 trang thì sai chính tả(ảnh cuối)
nội dung cũng ổn, đọc xong hết mới đánh giá khác quan, 7/10",4
"Mua hàng ol nhiều năm rồi lần đầu tiên gặp trường hợp gói hàng như thế này ạ, gói ko có 1 miếng xốp bên trong làm sách trầy khá là nhiều, mình đọc sách và muốn sở hữu và trân trọng nên mình không thích sách mình có tí vấn đề nào đâu ạ, mong lần sau tiki sẽ chú ý hơn :)",1
"Nếu muốn rèn luyện tư duy phản biện như tựa đề thì cuốn sách này chưa đáp ứng. 
Ở các chương đầu giúp người đọc hiểu hơn về cơ chế hoạt động của não bộ từ đó giúp hiểu hơn về cách vận hành của não và suy nghĩ. Đây là điểm sáng của cuốn sách. 
Đoạn giữa nói về ngụy biện qua việc nêu tên và ví dụ, đoạn này thì bình thường. 
Đoạn sau nói về thuyết âm mưu thì thấy hơi lê thê. 
Tóm lại cuốn sách chưa thể giúp giải quyết vấn đề một cách có hệ thống, kỹ năng ra quyết định hiệu quả hay nghệ thuật đặt câu hỏi như bìa sách nêu ra.",3
"lần đầu săn đc limited trên tiki, cách đóng gói của tiki làm mình hú hồn, hộp móp như này luôn hên không df nhưng mà bánh mì bị lệch TvT",4
"Ý kiến cá nhân của mình là sách nội dung không hay, mình đã đọc khoảng 4,5 cuốn sách gần đây của tác giả trẻ người TQ đều một mô típ viết như vậy (lấy một ví dụ cá nhân nào đó là bạn bè người thân của tác giả rồi nêu ra lý do..,kết cục người đó dẫn chứng rất ít rồi kết luận rất nhanh. Nội dung vậy khiến mình cảm thấy vô cùng sơ sài ko có chút chiều sâu nào như những tác phẩm tốt khác. Nếu chọn lại mình khuyên các bạn ko nên mua vì nội dung kém",4
"Lần đầu mình mua sách bên Tiki mac ưng dễ sợ. Đóng gói phải gọi là siêu okila luôn nhen. Nội dung sách thì sẽ dành cho những người hơi mang lười biến như mình nè :))) 
Nói chung ổn lắm nhen
À, nhưng vẫn có điểm trừ tí là sách hơi bị dơ nha. Bên cạnh đó mình thấy bìa sau hơi bị xước nên cũng k ưng lắm. Mình cảm nhận hong đc tốt lắm về khoảng này hen.",4
"Mình dành đúng 1 tuần để đọc quyển này. Đây là một số cảm nhận của mình về sách:

- Ý văn khá hay, toàn bộ các phần của quyển sách đều là nội dung kiểu truyền động lực. Mình dùng bút highlight cũng note ra được kha khá ý để tham khảo.
- Sách trích dẫn từ lời nhân vật và từ những quyển sách khác khá nhiều. Nhiều đoạn hay và được trích từ nguồn khác.
- Một số chương mình thấy viết hơi lan man. Nhiều đoạn mình có cảm giác tác giả đang nói về một vấn đề khác, chưa quay về nội dung chính là kỷ luật tự giác.
- Mình không thích bản dịch này lắm. Mình tin là có nhiều đoạn ý tác giả rất hay nhưng qua bản dịch thì bị gượng gượng, câu văn nhiều khi giống văn nói. Nếu có một bản dịch linh hoạt và thoát ý hơn thì quyển này sẽ hay hơn.

Tổng kết lại mình đánh giá quyển này ở tầm 4 sao. Cũng là 1 quyển sách có giá trị tham khảo và mình sẽ giữ lại trên giá sách.",4
